"Dyntaxa-ID";"Svenskt namn";"Habitat";"Region(er)"
"229504";"grynig filtlav";"9130 Näringsrik bokskog";"Boreal region (BOR); Kontinental region (CON)"
"229504";"grynig filtlav";"9160 Näringsrik ekskog";"Boreal region (BOR); Kontinental region (CON)"
"229504";"grynig filtlav";"9180 Ädellövskog i branter";"Boreal region (BOR); Kontinental region (CON)"
"229504";"grynig filtlav";"9190 Näringsfattig ekskog";"Boreal region (BOR); Kontinental region (CON)"
"261052";"styverlav";"8230 Hällmarkstorräng";"Boreal region (BOR); Kontinental region (CON)"
"229511";"kornig filtlav";"8120 Kalkrasmarker";"Alpin region (ALP); Boreal region (BOR)"
"229520";"fjällig filtlav";"8110 Silikatrasmarker";"Alpin region (ALP); Boreal region (BOR)"
"230028";"saffranslav";"4060 Alpina rishedar";"Alpin region (ALP); Boreal region (BOR)"
"229896";"mörk kartlav";"8220 Silikatbranter";"Boreal region (BOR); Kontinental region (CON)"
"228439";"korallorangelav";"9190 Näringsfattig ekskog";"Boreal region (BOR); Kontinental region (CON)"
"229627";"knöllav";"8220 Silikatbranter";"Alpin region (ALP); Boreal region (BOR)"
"6444";"skriftlav";"9190 Näringsfattig ekskog";"Boreal region (BOR); Kontinental region (CON)"
"230185";"havstulpanlav";"9070 Trädklädd betesmark";"Boreal region (BOR); Kontinental region (CON)"
"230185";"havstulpanlav";"9020 Nordlig ädellövskog";"Boreal region (BOR); Kontinental region (CON)"
"230185";"havstulpanlav";"9110 Näringsfattig bokskog";"Boreal region (BOR); Kontinental region (CON)"
"230185";"havstulpanlav";"9130 Näringsrik bokskog";"Boreal region (BOR); Kontinental region (CON)"
"230185";"havstulpanlav";"9160 Näringsrik ekskog";"Boreal region (BOR); Kontinental region (CON)"
"230185";"havstulpanlav";"9180 Ädellövskog i branter";"Boreal region (BOR); Kontinental region (CON)"
"230185";"havstulpanlav";"9190 Näringsfattig ekskog";"Boreal region (BOR); Kontinental region (CON)"
"734";"blek kraterlav";"6530 Lövängar";"Boreal region (BOR); Kontinental region (CON)"
"737";"mörk kraterlav";"6530 Lövängar";"Boreal region (BOR); Kontinental region (CON)"
"738";"almlav";"6530 Lövängar";"Boreal region (BOR); Kontinental region (CON)"
"738";"almlav";"9070 Trädklädd betesmark";"Boreal region (BOR); Kontinental region (CON)"
"738";"almlav";"9020 Nordlig ädellövskog";"Boreal region (BOR); Kontinental region (CON)"
"738";"almlav";"9180 Ädellövskog i branter";"Boreal region (BOR); Kontinental region (CON)"
"738";"almlav";"9190 Näringsfattig ekskog";"Boreal region (BOR); Kontinental region (CON)"
"230144";"masklav";"4060 Alpina rishedar";"Alpin region (ALP)"
"229542";"gul porlav";"9070 Trädklädd betesmark";"Boreal region (BOR); Kontinental region (CON)"
"228845";"klipplav";"8220 Silikatbranter";"Alpin region (ALP); Boreal region (BOR)"
"229480";"svart rutlav";"8220 Silikatbranter";"Alpin region (ALP); Boreal region (BOR)"
"229479";"vindlav";"8220 Silikatbranter";"Alpin region (ALP); Boreal region (BOR)"
"228943";"tuschlav";"8230 Hällmarkstorräng";"Boreal region (BOR); Kontinental region (CON)"
"230228";"rynkig navellav";"8230 Hällmarkstorräng";"Boreal region (BOR)"
"1312";"gammelgransskål";"9010 Taiga";"Alpin region (ALP); Boreal region (BOR)"
"3856";"björkskiktdyna";"9010 Taiga";"Boreal region (BOR); Kontinental region (CON)"
"3712";"blå slemspindling";"9050 Näringsrik granskog";"Boreal region (BOR)"
"1980";"porslinsblå spindling";"9050 Näringsrik granskog";"Alpin region (ALP); Boreal region (BOR)"
"1988";"kryddspindling";"9050 Näringsrik granskog";"Alpin region (ALP); Boreal region (BOR)"
"510";"doftskinn";"9010 Taiga";"Alpin region (ALP); Boreal region (BOR)"
"1054";"stinkbrosking";"9020 Nordlig ädellövskog";"Boreal region (BOR); Kontinental region (CON)"
"1593";"lakritsmusseron";"9010 Taiga";"Alpin region (ALP); Boreal region (BOR)"
"6276";"goliatmusseron";"9010 Taiga";"Alpin region (ALP); Boreal region (BOR)"
"2008";"fyrflikig jordstjärna";"9050 Näringsrik granskog";"Boreal region (BOR)"
"3086";"svartöra";"9020 Nordlig ädellövskog";"Boreal region (BOR); Kontinental region (CON)"
"112";"stjärntagging";"9010 Taiga";"Alpin region (ALP); Boreal region (BOR)"
"112";"stjärntagging";"9050 Näringsrik granskog";"Alpin region (ALP); Boreal region (BOR)"
"112";"stjärntagging";"9030 Landhöjningsskog";"Boreal region (BOR)"
"5445";"ekticka";"9020 Nordlig ädellövskog";"Boreal region (BOR); Kontinental region (CON)"
"5435";"västlig rostticka";"9190 Näringsfattig ekskog";"Boreal region (BOR); Kontinental region (CON)"
"5436";"rostticka";"9160 Näringsrik ekskog";"Boreal region (BOR); Kontinental region (CON)"
"5447";"vedticka";"9010 Taiga";"Boreal region (BOR)"
"883";"kärnticka";"9020 Nordlig ädellövskog";"Boreal region (BOR); Kontinental region (CON)"
"883";"kärnticka";"9160 Näringsrik ekskog";"Boreal region (BOR); Kontinental region (CON)"
"4660";"rävticka";"9010 Taiga";"Alpin region (ALP); Boreal region (BOR)"
"1108";"harticka";"9010 Taiga";"Alpin region (ALP); Boreal region (BOR)"
"1108";"harticka";"9050 Näringsrik granskog";"Alpin region (ALP); Boreal region (BOR)"
"1108";"harticka";"9030 Landhöjningsskog";"Boreal region (BOR)"
"1202";"ullticka";"9010 Taiga";"Alpin region (ALP); Boreal region (BOR)"
"1202";"ullticka";"9050 Näringsrik granskog";"Alpin region (ALP); Boreal region (BOR)"
"1202";"ullticka";"9030 Landhöjningsskog";"Boreal region (BOR)"
"1205";"stor aspticka";"9010 Taiga";"Alpin region (ALP); Boreal region (BOR)"
"1205";"stor aspticka";"9030 Landhöjningsskog";"Boreal region (BOR)"
"1204";"gränsticka";"9010 Taiga";"Alpin region (ALP); Boreal region (BOR)"
"5442";"tallticka";"9010 Taiga";"Alpin region (ALP); Boreal region (BOR)"
"5442";"tallticka";"9060 Åsbarrskog";"Boreal region (BOR)"
"882";"tårticka";"9160 Näringsrik ekskog";"Boreal region (BOR); Kontinental region (CON)"
"5321";"barkticka";"9010 Taiga";"Alpin region (ALP); Boreal region (BOR)"
"5321";"barkticka";"9030 Landhöjningsskog";"Boreal region (BOR)"
"1503";"gräddporing";"9010 Taiga";"Alpin region (ALP); Boreal region (BOR)"
"1588";"violmussling";"9010 Taiga";"Alpin region (ALP); Boreal region (BOR)"
"48";"lappticka";"9010 Taiga";"Alpin region (ALP); Boreal region (BOR)"
"1101";"gropticka";"9010 Taiga";"Boreal region (BOR); Kontinental region (CON)"
"65";"fläckporing";"9010 Taiga";"Alpin region (ALP); Boreal region (BOR)"
"73";"veckticka";"9010 Taiga";"Alpin region (ALP); Boreal region (BOR)"
"73";"veckticka";"9030 Landhöjningsskog";"Boreal region (BOR)"
"658";"rosenticka";"9010 Taiga";"Alpin region (ALP); Boreal region (BOR)"
"658";"rosenticka";"9050 Näringsrik granskog";"Alpin region (ALP); Boreal region (BOR)"
"1506";"ostticka";"9010 Taiga";"Alpin region (ALP); Boreal region (BOR)"
"1506";"ostticka";"9030 Landhöjningsskog";"Boreal region (BOR)"
"1504";"fläckticka";"9020 Nordlig ädellövskog";"Boreal region (BOR); Kontinental region (CON)"
"4877";"kötticka";"9010 Taiga";"Alpin region (ALP); Boreal region (BOR)"
"4877";"kötticka";"9030 Landhöjningsskog";"Boreal region (BOR)"
"4217";"blodticka";"9030 Landhöjningsskog";"Boreal region (BOR)"
"4789";"svavelticka";"9020 Nordlig ädellövskog";"Boreal region (BOR); Kontinental region (CON)"
"5420";"grovticka";"9060 Åsbarrskog";"Boreal region (BOR)"
"121";"saffransticka";"9160 Näringsrik ekskog";"Boreal region (BOR); Kontinental region (CON)"
"1209";"rynkskinn";"9010 Taiga";"Alpin region (ALP); Boreal region (BOR)"
"1209";"rynkskinn";"9050 Näringsrik granskog";"Alpin region (ALP); Boreal region (BOR)"
"1209";"rynkskinn";"9030 Landhöjningsskog";"Boreal region (BOR)"
"3884";"hasselticka";"9020 Nordlig ädellövskog";"Boreal region (BOR); Kontinental region (CON)"
"3884";"hasselticka";"9160 Näringsrik ekskog";"Boreal region (BOR); Kontinental region (CON)"
"760";"doftticka";"9010 Taiga";"Alpin region (ALP); Boreal region (BOR)"
"760";"doftticka";"9050 Näringsrik granskog";"Alpin region (ALP); Boreal region (BOR)"
"1143";"blekticka";"9160 Näringsrik ekskog";"Boreal region (BOR); Kontinental region (CON)"
"1143";"blekticka";"9190 Näringsfattig ekskog";"Boreal region (BOR); Kontinental region (CON)"
"1177";"brödmärgsticka";"9020 Nordlig ädellövskog";"Boreal region (BOR); Kontinental region (CON)"
"1177";"brödmärgsticka";"9160 Näringsrik ekskog";"Boreal region (BOR); Kontinental region (CON)"
"1527";"prakttagging";"9020 Nordlig ädellövskog";"Boreal region (BOR); Kontinental region (CON)"
"3008";"timmerticka";"9060 Åsbarrskog";"Boreal region (BOR)"
"3298";"trådticka";"9010 Taiga";"Alpin region (ALP); Boreal region (BOR)"
"3298";"trådticka";"9050 Näringsrik granskog";"Alpin region (ALP); Boreal region (BOR)"
"366";"kandelabersvamp";"9010 Taiga";"Alpin region (ALP); Boreal region (BOR)"
"2014";"koralltaggsvamp";"9010 Taiga";"Alpin region (ALP); Boreal region (BOR)"
"2014";"koralltaggsvamp";"9050 Näringsrik granskog";"Alpin region (ALP); Boreal region (BOR)"
"2014";"koralltaggsvamp";"9030 Landhöjningsskog";"Boreal region (BOR)"
"2075";"rutskinn";"9020 Nordlig ädellövskog";"Boreal region (BOR); Kontinental region (CON)"
"2075";"rutskinn";"9160 Näringsrik ekskog";"Boreal region (BOR); Kontinental region (CON)"
"2075";"rutskinn";"9190 Näringsfattig ekskog";"Boreal region (BOR); Kontinental region (CON)"
"26";"ekskinn";"9190 Näringsfattig ekskog";"Boreal region (BOR); Kontinental region (CON)"
"150";"grangråticka";"9050 Näringsrik granskog";"Boreal region (BOR)"
"4361";"orange taggsvamp";"9010 Taiga";"Alpin region (ALP); Boreal region (BOR); Kontinental region (CON)"
"4362";"blå taggsvamp";"9010 Taiga";"Alpin region (ALP); Boreal region (BOR); Kontinental region (CON)"
"4364";"dropptaggsvamp";"9010 Taiga";"Alpin region (ALP); Boreal region (BOR); Kontinental region (CON)"
"788";"gul taggsvamp";"9050 Näringsrik granskog";"Boreal region (BOR)"
"4368";"dofttaggsvamp";"9050 Näringsrik granskog";"Boreal region (BOR)"
"5449";"svart taggsvamp";"9050 Näringsrik granskog";"Boreal region (BOR)"
"5966";"motaggsvamp";"9010 Taiga";"Alpin region (ALP); Boreal region (BOR)"
"232536";"havsstenhinna";"8330 Havsgrottor";"Atlantisk marin region (MATL); Baltisk marin region (MBAL)"
"232528";"rödplysch";"8330 Havsgrottor";"Atlantisk marin region (MATL); Baltisk marin region (MBAL)"
"232612";"ullsläke";"1610 Åsöar i Östersjön";"Boreal region (BOR)"
"232613";"grovsläke";"1620 Skär i Östersjön";"Boreal region (BOR); Kontinental region (CON)"
"232613";"grovsläke";"1170 Rev";"Atlantisk marin region (MATL); Baltisk marin region (MBAL)"
"232632";"violettslick";"1160 Vikar och sund";"Atlantisk marin region (MATL); Baltisk marin region (MBAL)"
"232641";"rödris";"1610 Åsöar i Östersjön";"Boreal region (BOR)"
"232641";"rödris";"1620 Skär i Östersjön";"Boreal region (BOR); Kontinental region (CON)"
"232641";"rödris";"1170 Rev";"Atlantisk marin region (MATL); Baltisk marin region (MBAL)"
"232633";"fjäderslick";"1170 Rev";"Atlantisk marin region (MATL); Baltisk marin region (MBAL)"
"232570";"kräkel";"1610 Åsöar i Östersjön";"Boreal region (BOR)"
"232570";"kräkel";"1620 Skär i Östersjön";"Boreal region (BOR); Kontinental region (CON)"
"232570";"kräkel";"1160 Vikar och sund";"Atlantisk marin region (MATL); Baltisk marin region (MBAL)"
"232570";"kräkel";"1170 Rev";"Atlantisk marin region (MATL); Baltisk marin region (MBAL)"
"232561";"karragenalg";"1160 Vikar och sund";"Atlantisk marin region (MATL)"
"232561";"karragenalg";"1170 Rev";"Atlantisk marin region (MATL)"
"232562";"kilrödblad";"1610 Åsöar i Östersjön";"Boreal region (BOR)"
"232562";"kilrödblad";"1620 Skär i Östersjön";"Boreal region (BOR); Kontinental region (CON)"
"232562";"kilrödblad";"1160 Vikar och sund";"Baltisk marin region (MBAL)"
"232562";"kilrödblad";"1170 Rev";"Baltisk marin region (MBAL)"
"232577";"blåtonat rödblad";"1620 Skär i Östersjön";"Boreal region (BOR); Kontinental region (CON)"
"232577";"blåtonat rödblad";"1160 Vikar och sund";"Atlantisk marin region (MATL); Baltisk marin region (MBAL)"
"232577";"blåtonat rödblad";"1170 Rev";"Baltisk marin region (MBAL)"
"232579";"klyving";"1610 Åsöar i Östersjön";"Boreal region (BOR)"
"232579";"klyving";"1620 Skär i Östersjön";"Boreal region (BOR); Kontinental region (CON)"
"232579";"klyving";"1160 Vikar och sund";"Atlantisk marin region (MATL); Baltisk marin region (MBAL)"
"232579";"klyving";"1170 Rev";"Atlantisk marin region (MATL); Baltisk marin region (MBAL)"
"2859";"fjällsotmossa";"4060 Alpina rishedar";"Alpin region (ALP); Boreal region (BOR)"
"2859";"fjällsotmossa";"6150 Alpina silikatgräsmarker";"Alpin region (ALP)"
"2838";"vridbjörnmossa";"4060 Alpina rishedar";"Alpin region (ALP); Boreal region (BOR)"
"2838";"vridbjörnmossa";"6150 Alpina silikatgräsmarker";"Alpin region (ALP)"
"2847";"jökelbjörnmossa";"4060 Alpina rishedar";"Alpin region (ALP)"
"2847";"jökelbjörnmossa";"6150 Alpina silikatgräsmarker";"Alpin region (ALP)"
"2393";"fjällräffelmossa";"4060 Alpina rishedar";"Alpin region (ALP); Boreal region (BOR)"
"2393";"fjällräffelmossa";"6170 Alpina kalkgräsmarker";"Alpin region (ALP)"
"2402";"hjälmmossa";"4060 Alpina rishedar";"Alpin region (ALP); Boreal region (BOR)"
"2402";"hjälmmossa";"6150 Alpina silikatgräsmarker";"Alpin region (ALP)"
"2409";"trådkällmossa";"7160 Källor och källkärr";"Alpin region (ALP); Boreal region (BOR); Kontinental region (CON)"
"2409";"trådkällmossa";"7310 Aapamyrar";"Alpin region (ALP); Boreal region (BOR)"
"2407";"kalkkällmossa";"7160 Källor och källkärr";"Alpin region (ALP); Boreal region (BOR); Kontinental region (CON)"
"2407";"kalkkällmossa";"7220 Kalktuffkällor";"Alpin region (ALP); Boreal region (BOR); Kontinental region (CON)"
"2407";"kalkkällmossa";"7230 Rikkärr";"Alpin region (ALP); Boreal region (BOR); Kontinental region (CON)"
"2412";"källmossa";"7160 Källor och källkärr";"Alpin region (ALP); Boreal region (BOR); Kontinental region (CON)"
"2412";"källmossa";"7220 Kalktuffkällor";"Alpin region (ALP); Boreal region (BOR); Kontinental region (CON)"
"2412";"källmossa";"7230 Rikkärr";"Alpin region (ALP); Boreal region (BOR); Kontinental region (CON)"
"2412";"källmossa";"7310 Aapamyrar";"Alpin region (ALP); Boreal region (BOR)"
"2408";"skruvkällmossa";"7160 Källor och källkärr";"Alpin region (ALP); Boreal region (BOR); Kontinental region (CON)"
"2408";"skruvkällmossa";"7220 Kalktuffkällor";"Alpin region (ALP); Boreal region (BOR); Kontinental region (CON)"
"2408";"skruvkällmossa";"7230 Rikkärr";"Alpin region (ALP); Boreal region (BOR); Kontinental region (CON)"
"2408";"skruvkällmossa";"7310 Aapamyrar";"Alpin region (ALP); Boreal region (BOR)"
"2411";"nordlig källmossa";"7160 Källor och källkärr";"Alpin region (ALP); Boreal region (BOR); Kontinental region (CON)"
"2411";"nordlig källmossa";"7220 Kalktuffkällor";"Alpin region (ALP); Boreal region (BOR); Kontinental region (CON)"
"2411";"nordlig källmossa";"7230 Rikkärr";"Alpin region (ALP); Boreal region (BOR); Kontinental region (CON)"
"2411";"nordlig källmossa";"7310 Aapamyrar";"Alpin region (ALP); Boreal region (BOR)"
"2270";"bäcknicka";"7160 Källor och källkärr";"Alpin region (ALP); Boreal region (BOR)"
"2270";"bäcknicka";"7310 Aapamyrar";"Alpin region (ALP); Boreal region (BOR)"
"2306";"bandbryum";"7160 Källor och källkärr";"Alpin region (ALP); Boreal region (BOR)"
"2306";"bandbryum";"7310 Aapamyrar";"Boreal region (BOR)"
"2400";"svartknoppsmossa";"6170 Alpina kalkgräsmarker";"Alpin region (ALP)"
"2400";"svartknoppsmossa";"7230 Rikkärr";"Alpin region (ALP); Boreal region (BOR); Kontinental region (CON)"
"2400";"svartknoppsmossa";"7220 Kalktuffkällor";"Boreal region (BOR)"
"2365";"myruddmossa";"6170 Alpina kalkgräsmarker";"Alpin region (ALP)"
"2365";"myruddmossa";"7140 Öppna mossar och kärr";"Alpin region (ALP); Boreal region (BOR)"
"2365";"myruddmossa";"7230 Rikkärr";"Alpin region (ALP); Boreal region (BOR); Kontinental region (CON)"
"2365";"myruddmossa";"7310 Aapamyrar";"Alpin region (ALP); Boreal region (BOR)"
"2367";"trubbuddmossa";"7140 Öppna mossar och kärr";"Alpin region (ALP); Boreal region (BOR)"
"2367";"trubbuddmossa";"7230 Rikkärr";"Alpin region (ALP)"
"2373";"trind trollmossa";"6170 Alpina kalkgräsmarker";"Alpin region (ALP)"
"2371";"stor rundmossa";"7160 Källor och källkärr";"Alpin region (ALP); Boreal region (BOR); Kontinental region (CON)"
"2372";"filtrundmossa";"7160 Källor och källkärr";"Alpin region (ALP); Boreal region (BOR); Kontinental region (CON)"
"2362";"blek stjärnmossa";"9160 Näringsrik ekskog";"Boreal region (BOR); Kontinental region (CON)"
"2381";"bandpraktmossa";"7230 Rikkärr";"Alpin region (ALP); Boreal region (BOR); Kontinental region (CON)"
"2381";"bandpraktmossa";"9080 Lövsumpskog";"Boreal region (BOR); Kontinental region (CON)"
"2381";"bandpraktmossa";"9750 Svämlövskog";"Boreal region (BOR); Kontinental region (CON)"
"2383";"bågpraktmossa";"7160 Källor och källkärr";"Boreal region (BOR)"
"2383";"bågpraktmossa";"9080 Lövsumpskog";"Boreal region (BOR); Kontinental region (CON)"
"2383";"bågpraktmossa";"9750 Svämlövskog";"Boreal region (BOR); Kontinental region (CON)"
"2387";"källpraktmossa";"7160 Källor och källkärr";"Alpin region (ALP); Boreal region (BOR); Kontinental region (CON)"
"2387";"källpraktmossa";"9750 Svämlövskog";"Alpin region (ALP); Boreal region (BOR); Kontinental region (CON)"
"2387";"källpraktmossa";"9080 Lövsumpskog";"Boreal region (BOR); Kontinental region (CON)"
"1131";"asphättemossa";"9010 Taiga";"Boreal region (BOR); Kontinental region (CON)"
"2558";"krushättemossa";"9110 Näringsfattig bokskog";"Boreal region (BOR); Kontinental region (CON)"
"2558";"krushättemossa";"9130 Näringsrik bokskog";"Boreal region (BOR); Kontinental region (CON)"
"2558";"krushättemossa";"9160 Näringsrik ekskog";"Boreal region (BOR); Kontinental region (CON)"
"2558";"krushättemossa";"9180 Ädellövskog i branter";"Boreal region (BOR); Kontinental region (CON)"
"2265";"kärrtrumpetmossa";"6170 Alpina kalkgräsmarker";"Alpin region (ALP)"
"2265";"kärrtrumpetmossa";"7230 Rikkärr";"Alpin region (ALP); Boreal region (BOR)"
"2398";"långhalsmossa";"7230 Rikkärr";"Alpin region (ALP)"
"2397";"trekantig svanmossa";"6170 Alpina kalkgräsmarker";"Alpin region (ALP)"
"2397";"trekantig svanmossa";"7230 Rikkärr";"Alpin region (ALP); Boreal region (BOR); Kontinental region (CON)"
"2395";"svanmossa";"6170 Alpina kalkgräsmarker";"Alpin region (ALP)"
"2395";"svanmossa";"7230 Rikkärr";"Alpin region (ALP)"
